Date,Carrier,Type,Departure Airport,Departure City,Destination Airport,Destination City,dep_lat,dep_lon,dest_lat,dest_lon,Full Route,pair_key,tilt
2025-10-16,Avelo,B738,El Paso Intl (KELP),"El Paso, TX",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",31.8058228,-106.3705379,33.3089787,-111.6559353,"Phoenix, AZ → Reno, NV → Las Vegas, NV → El Paso, TX → Phoenix, AZ",El Paso Intl (KELP)|Phoenix-Mesa Gateway (KIWA),-90
2025-10-16,Avelo,B738,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",So California Logistics (KVCV),"Victorville, CA",33.3089787,-111.6559353,34.5839839,-117.3787064,"Phoenix, AZ → Victorville, CA → Denver, CO → El Paso, TX → Dallas, TX → Alexandria, LA → Harlingen, TX → El Paso, TX",Phoenix-Mesa Gateway (KIWA)|So California Logistics (KVCV),-90
2025-10-16,Avelo,B738,So California Logistics (KVCV),"Victorville, CA",Denver Intl (KDEN),"Denver, CO",34.5839839,-117.3787064,39.8563486,-104.6764061,"Phoenix, AZ → Victorville, CA → Denver, CO → El Paso, TX → Dallas, TX → Alexandria, LA → Harlingen, TX → El Paso, TX",Denver Intl (KDEN)|So California Logistics (KVCV),90
2025-10-16,Avelo,B738,Denver Intl (KDEN),"Denver, CO",El Paso Intl (KELP),"El Paso, TX",39.8563486,-104.6764061,31.8058228,-106.3705379,"Phoenix, AZ → Victorville, CA → Denver, CO → El Paso, TX → Dallas, TX → Alexandria, LA → Harlingen, TX → El Paso, TX",Denver Intl (KDEN)|El Paso Intl (KELP),-90
2025-10-16,Avelo,B738,El Paso Intl (KELP),"El Paso, TX",Dallas Love Field (KDAL),"Dallas, TX",31.8058228,-106.3705379,32.8438345,-96.8484951,"Phoenix, AZ → Victorville, CA → Denver, CO → El Paso, TX → Dallas, TX → Alexandria, LA → Harlingen, TX → El Paso, TX",Dallas Love Field (KDAL)|El Paso Intl (KELP),90
2025-10-16,Avelo,B738,Dallas Love Field (KDAL),"Dallas, TX",Alexandria Intl (KAEX),"Alexandria, LA",32.8438345,-96.8484951,31.3274006,-92.5451921,"Phoenix, AZ → Victorville, CA → Denver, CO → El Paso, TX → Dallas, TX → Alexandria, LA → Harlingen, TX → El Paso, TX",Alexandria Intl (KAEX)|Dallas Love Field (KDAL),90
2025-10-16,US Coast Guard,C27J,Baltimore/Washington Intl (KBWI),"Baltimore, MD",Alexandria Intl (KAEX),"Alexandria, LA",39.1825364,-76.6694033,31.3274006,-92.5451921,"Alexandria, LA → Baltimore, MD → Alexandria, LA",Alexandria Intl (KAEX)|Baltimore/Washington Intl (KBWI),-90
2025-10-16,US Coast Guard,C27J,Northeast Alabama Rgnl (KGAD),"Gadsden, AL",Alexandria Intl (KAEX),"Alexandria, LA",34.005286,-86.0065489999999,31.3274006,-92.5451921,"Gadsden, AL → Alexandria, LA → Gadsden, AL",Alexandria Intl (KAEX)|Northeast Alabama Rgnl (KGAD),-90
2025-10-16,US Coast Guard,C27J,Tampa Intl (KTPA),"Tampa, FL",Valley Intl (KHRL),"Harlingen, TX",27.9768646,-82.5302804,26.2234764,-97.6623631,"Tampa, FL → Harlingen, TX → Tampa, FL",Tampa Intl (KTPA)|Valley Intl (KHRL),-90
2025-10-15,GlobalX,A320,Opa-locka Executive (KOPF),"Miami, FL",Lake City Gateway (KLCQ),"Lake City, FL",25.9092857,-80.2683641,30.1868315,-82.580983,"Miami, FL → Lake City, FL → Columbus, GA → El Paso, TX → Alexandria, LA",Lake City Gateway (KLCQ)|Opa-locka Executive (KOPF),-90
2025-10-15,GlobalX,A320,Lake City Gateway (KLCQ),"Lake City, FL",Lawson AAF (Fort Benning) (KLSF),"Columbus, GA",30.1868315,-82.580983,32.337925,-84.992149,"Miami, FL → Lake City, FL → Columbus, GA → El Paso, TX → Alexandria, LA",Lake City Gateway (KLCQ)|Lawson AAF (Fort Benning) (KLSF),-90
2025-10-15,GlobalX,A320,Lawson AAF (Fort Benning) (KLSF),"Columbus, GA",El Paso Intl (KELP),"El Paso, TX",32.337925,-84.992149,31.8058228,-106.3705379,"Miami, FL → Lake City, FL → Columbus, GA → El Paso, TX → Alexandria, LA",El Paso Intl (KELP)|Lawson AAF (Fort Benning) (KLSF),-90
2025-10-15,GlobalX,A320,El Paso Intl (KELP),"El Paso, TX",Alexandria Intl (KAEX),"Alexandria, LA",31.8058228,-106.3705379,31.3274006,-92.5451921,"Miami, FL → Lake City, FL → Columbus, GA → El Paso, TX → Alexandria, LA",Alexandria Intl (KAEX)|El Paso Intl (KELP),90
2025-10-15,Eastern Air Express,B738,Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",Indianapolis Intl (KIND),"Indianapolis, IN",41.0997678,-80.6477199999999,39.7222991999999,-86.3019561999999,"Youngstown, OH → Indianapolis, IN → Gary, IN → Alexandria, LA → Youngstown, OH",Indianapolis Intl (KIND)|Youngstown/Warren Rgnl (KYNG),-90
2025-10-15,Eastern Air Express,B738,Indianapolis Intl (KIND),"Indianapolis, IN",Gary/Chicago Intl (KGYY),"Gary, IN",39.7222991999999,-86.3019561999999,41.6177392,-87.408428,"Youngstown, OH → Indianapolis, IN → Gary, IN → Alexandria, LA → Youngstown, OH",Gary/Chicago Intl (KGYY)|Indianapolis Intl (KIND),-90
2025-10-15,Eastern Air Express,B738,Gary/Chicago Intl (KGYY),"Gary, IN",Alexandria Intl (KAEX),"Alexandria, LA",41.6177392,-87.408428,31.3274006,-92.5451921,"Youngstown, OH → Indianapolis, IN → Gary, IN → Alexandria, LA → Youngstown, OH",Alexandria Intl (KAEX)|Gary/Chicago Intl (KGYY),-90
2025-10-15,Eastern Air Express,B738,Alexandria Intl (KAEX),"Alexandria, LA",Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",31.3274006,-92.5451921,41.0997678,-80.6477199999999,"Youngstown, OH → Indianapolis, IN → Gary, IN → Alexandria, LA → Youngstown, OH",Alexandria Intl (KAEX)|Youngstown/Warren Rgnl (KYNG),90
2025-10-15,Eastern Air Express,B737,Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",Richmond Intl (KRIC),"Richmond, VA",41.0997678,-80.6477199999999,37.5105562,-77.3266991,"Youngstown, OH → Richmond, VA → Alexandria, LA → Youngstown, OH",Richmond Intl (KRIC)|Youngstown/Warren Rgnl (KYNG),90
2025-10-15,Eastern Air Express,B737,Richmond Intl (KRIC),"Richmond, VA",Alexandria Intl (KAEX),"Alexandria, LA",37.5105562,-77.3266991,31.3274006,-92.5451921,"Youngstown, OH → Richmond, VA → Alexandria, LA → Youngstown, OH",Alexandria Intl (KAEX)|Richmond Intl (KRIC),-90
2025-10-15,Eastern Air Express,B737,Alexandria Intl (KAEX),"Alexandria, LA",Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",31.3274006,-92.5451921,41.0997678,-80.6477199999999,"Youngstown, OH → Richmond, VA → Alexandria, LA → Youngstown, OH",Alexandria Intl (KAEX)|Youngstown/Warren Rgnl (KYNG),90
2025-10-15,Eastern Air Express,B733,Alexandria Intl (KAEX),"Alexandria, LA",Valley Intl (KHRL),"Harlingen, TX",31.3274006,-92.5451921,26.2234764,-97.6623631,"Alexandria, LA → Harlingen, TX → El Paso, TX → Alexandria, LA",Alexandria Intl (KAEX)|Valley Intl (KHRL),-90
2025-10-15,Eastern Air Express,B733,Valley Intl (KHRL),"Harlingen, TX",El Paso Intl (KELP),"El Paso, TX",26.2234764,-97.6623631,31.8058228,-106.3705379,"Alexandria, LA → Harlingen, TX → El Paso, TX → Alexandria, LA",El Paso Intl (KELP)|Valley Intl (KHRL),-90
2025-10-15,Eastern Air Express,B733,El Paso Intl (KELP),"El Paso, TX",Alexandria Intl (KAEX),"Alexandria, LA",31.8058228,-106.3705379,31.3274006,-92.5451921,"Alexandria, LA → Harlingen, TX → El Paso, TX → Alexandria, LA",Alexandria Intl (KAEX)|El Paso Intl (KELP),90
2025-10-15,GlobalX,A320,Valley Intl (KHRL),"Harlingen, TX",Houston Bush Int'ctl (KIAH),"Houston, TX",26.2234764,-97.6623631,29.9553767,-95.3268721,"Harlingen, TX → Houston, TX → El Paso, TX → Harlingen, TX",Houston Bush Int'ctl (KIAH)|Valley Intl (KHRL),90
2025-10-15,GlobalX,A320,Houston Bush Int'ctl (KIAH),"Houston, TX",El Paso Intl (KELP),"El Paso, TX",29.9553767,-95.3268721,31.8058228,-106.3705379,"Harlingen, TX → Houston, TX → El Paso, TX → Harlingen, TX",El Paso Intl (KELP)|Houston Bush Int'ctl (KIAH),-90
2025-10-15,GlobalX,A320,El Paso Intl (KELP),"El Paso, TX",Valley Intl (KHRL),"Harlingen, TX",31.8058228,-106.3705379,26.2234764,-97.6623631,"Harlingen, TX → Houston, TX → El Paso, TX → Harlingen, TX",El Paso Intl (KELP)|Valley Intl (KHRL),90
2025-10-15,Key Lime,E45X,Valley Intl (KHRL),"Harlingen, TX",Salt Lake City Intl (KSLC),"Salt Lake City, UT",26.2234764,-97.6623631,40.7903145,-111.9771441,"Harlingen, TX → Salt Lake City, UT → El Paso, TX → Phoenix, AZ",Salt Lake City Intl (KSLC)|Valley Intl (KHRL),-90
2025-10-15,Key Lime,E45X,Salt Lake City Intl (KSLC),"Salt Lake City, UT",El Paso Intl (KELP),"El Paso, TX",40.7903145,-111.9771441,31.8058228,-106.3705379,"Harlingen, TX → Salt Lake City, UT → El Paso, TX → Phoenix, AZ",El Paso Intl (KELP)|Salt Lake City Intl (KSLC),90
2025-10-15,Key Lime,E45X,El Paso Intl (KELP),"El Paso, TX",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",31.8058228,-106.3705379,33.3089787,-111.6559353,"Harlingen, TX → Salt Lake City, UT → El Paso, TX → Phoenix, AZ",El Paso Intl (KELP)|Phoenix-Mesa Gateway (KIWA),-90
2025-10-15,Key Lime,E45X,Alexandria Intl (KAEX),"Alexandria, LA",Minneapolis/St Paul Intl (KMSP),"Minneapolis, MN",31.3274006,-92.5451921,44.8850593,-93.2144354,"Alexandria, LA → Minneapolis, MN → Omaha, NE → Alexandria, LA",Alexandria Intl (KAEX)|Minneapolis/St Paul Intl (KMSP),-90
2025-10-15,Key Lime,E45X,Minneapolis/St Paul Intl (KMSP),"Minneapolis, MN",Eppley Airfield (KOMA),"Omaha, NE",44.8850593,-93.2144354,41.3014753,-95.8945207,"Alexandria, LA → Minneapolis, MN → Omaha, NE → Alexandria, LA",Eppley Airfield (KOMA)|Minneapolis/St Paul Intl (KMSP),-90
2025-10-15,Key Lime,E45X,Eppley Airfield (KOMA),"Omaha, NE",Alexandria Intl (KAEX),"Alexandria, LA",41.3014753,-95.8945207,31.3274006,-92.5451921,"Alexandria, LA → Minneapolis, MN → Omaha, NE → Alexandria, LA",Alexandria Intl (KAEX)|Eppley Airfield (KOMA),90
2025-10-15,Avelo,B738,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",El Paso Intl (KELP),"El Paso, TX",33.3089787,-111.6559353,31.8058228,-106.3705379,"Phoenix, AZ → El Paso, TX → Harlingen, TX → Phoenix, AZ",El Paso Intl (KELP)|Phoenix-Mesa Gateway (KIWA),90
2025-10-15,Avelo,B738,El Paso Intl (KELP),"El Paso, TX",Valley Intl (KHRL),"Harlingen, TX",31.8058228,-106.3705379,26.2234764,-97.6623631,"Phoenix, AZ → El Paso, TX → Harlingen, TX → Phoenix, AZ",El Paso Intl (KELP)|Valley Intl (KHRL),90
2025-10-15,Avelo,B738,Valley Intl (KHRL),"Harlingen, TX",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",26.2234764,-97.6623631,33.3089787,-111.6559353,"Phoenix, AZ → El Paso, TX → Harlingen, TX → Phoenix, AZ",Phoenix-Mesa Gateway (KIWA)|Valley Intl (KHRL),-90
2025-10-15,Avelo,B738,El Paso Intl (KELP),"El Paso, TX",Dallas Love Field (KDAL),"Dallas, TX",31.8058228,-106.3705379,32.8438345,-96.8484951,"El Paso, TX → Dallas, TX → Springfield, MO → Alexandria, LA → El Paso, TX",Dallas Love Field (KDAL)|El Paso Intl (KELP),90
2025-10-15,Avelo,B738,Dallas Love Field (KDAL),"Dallas, TX",Springfield (KSGF),"Springfield, MO",32.8438345,-96.8484951,37.2454917,-93.3909351,"El Paso, TX → Dallas, TX → Springfield, MO → Alexandria, LA → El Paso, TX",Dallas Love Field (KDAL)|Springfield (KSGF),90
2025-10-15,Avelo,B738,Springfield (KSGF),"Springfield, MO",Alexandria Intl (KAEX),"Alexandria, LA",37.2454917,-93.3909351,31.3274006,-92.5451921,"El Paso, TX → Dallas, TX → Springfield, MO → Alexandria, LA → El Paso, TX",Alexandria Intl (KAEX)|Springfield (KSGF),90
2025-10-15,Avelo,B738,Alexandria Intl (KAEX),"Alexandria, LA",El Paso Intl (KELP),"El Paso, TX",31.3274006,-92.5451921,31.8058228,-106.3705379,"El Paso, TX → Dallas, TX → Springfield, MO → Alexandria, LA → El Paso, TX",Alexandria Intl (KAEX)|El Paso Intl (KELP),-90
2025-10-15,US Coast Guard,C27J,Northeast Alabama Rgnl (KGAD),"Gadsden, AL",Alexandria Intl (KAEX),"Alexandria, LA",34.005286,-86.0065489999999,31.3274006,-92.5451921,"Alexandria, LA → Gadsden, AL → Alexandria, LA",Alexandria Intl (KAEX)|Northeast Alabama Rgnl (KGAD),-90
2025-10-14,GlobalX,A320,Las Americas (SDQ / MDSD),"Santo Domingo, Dominican Republic",Luis Munoz Marin Intl (SJU / TJSJ),"San Juan, Puerto Rico",18.4626178,-69.9360923999999,18.4395043,-65.9992275,"Alexandria, LA → Miami, FL → Santo Domingo, Dominican Republic → San Juan, Puerto Rico → Miami, FL",Las Americas (SDQ / MDSD)|Luis Munoz Marin Intl (SJU / TJSJ),90
2025-10-14,Eastern Air Express,B738,Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",Laurence G Hanscom Fld (KBED),"Bedford, MA",41.0997678,-80.6477199999999,42.4615318,-71.2913117,"Youngstown, OH → Bedford, MA → Alexandria, LA → Youngstown, OH",Laurence G Hanscom Fld (KBED)|Youngstown/Warren Rgnl (KYNG),90
2025-10-14,Eastern Air Express,B738,Laurence G Hanscom Fld (KBED),"Bedford, MA",Alexandria Intl (KAEX),"Alexandria, LA",42.4615318,-71.2913117,31.3274006,-92.5451921,"Youngstown, OH → Bedford, MA → Alexandria, LA → Youngstown, OH",Alexandria Intl (KAEX)|Laurence G Hanscom Fld (KBED),-90
2025-10-14,Eastern Air Express,B738,Alexandria Intl (KAEX),"Alexandria, LA",Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",31.3274006,-92.5451921,41.0997678,-80.6477199999999,"Youngstown, OH → Bedford, MA → Alexandria, LA → Youngstown, OH",Alexandria Intl (KAEX)|Youngstown/Warren Rgnl (KYNG),90
2025-10-14,Eastern Air Express,B737,Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",Willow Run (KYIP),"Ypsilanti, MI",41.0997678,-80.6477199999999,42.2349913,-83.5459542999999,"Youngstown, OH → Ypsilanti, MI → Newark, NJ → Alexandria, LA → Youngstown, OH",Willow Run (KYIP)|Youngstown/Warren Rgnl (KYNG),-90
2025-10-14,Eastern Air Express,B737,Willow Run (KYIP),"Ypsilanti, MI",Newark Liberty Intl (KEWR),"Newark, NJ",42.2349913,-83.5459542999999,40.6884837,-74.1768635999999,"Youngstown, OH → Ypsilanti, MI → Newark, NJ → Alexandria, LA → Youngstown, OH",Newark Liberty Intl (KEWR)|Willow Run (KYIP),90
2025-10-14,Eastern Air Express,B737,Newark Liberty Intl (KEWR),"Newark, NJ",Alexandria Intl (KAEX),"Alexandria, LA",40.6884837,-74.1768635999999,31.3274006,-92.5451921,"Youngstown, OH → Ypsilanti, MI → Newark, NJ → Alexandria, LA → Youngstown, OH",Alexandria Intl (KAEX)|Newark Liberty Intl (KEWR),-90
2025-10-14,Eastern Air Express,B737,Alexandria Intl (KAEX),"Alexandria, LA",Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",31.3274006,-92.5451921,41.0997678,-80.6477199999999,"Youngstown, OH → Ypsilanti, MI → Newark, NJ → Alexandria, LA → Youngstown, OH",Alexandria Intl (KAEX)|Youngstown/Warren Rgnl (KYNG),90
2025-10-14,Eastern Air Express,B733,Alexandria Intl (KAEX),"Alexandria, LA",Valley Intl (KHRL),"Harlingen, TX",31.3274006,-92.5451921,26.2234764,-97.6623631,"Alexandria, LA → Harlingen, TX → El Paso, TX → Alexandria, LA",Alexandria Intl (KAEX)|Valley Intl (KHRL),-90
2025-10-14,Eastern Air Express,B733,Valley Intl (KHRL),"Harlingen, TX",El Paso Intl (KELP),"El Paso, TX",26.2234764,-97.6623631,31.8058228,-106.3705379,"Alexandria, LA → Harlingen, TX → El Paso, TX → Alexandria, LA",El Paso Intl (KELP)|Valley Intl (KHRL),-90
2025-10-14,Eastern Air Express,B733,El Paso Intl (KELP),"El Paso, TX",Alexandria Intl (KAEX),"Alexandria, LA",31.8058228,-106.3705379,31.3274006,-92.5451921,"Alexandria, LA → Harlingen, TX → El Paso, TX → Alexandria, LA",Alexandria Intl (KAEX)|El Paso Intl (KELP),90
2025-10-14,Key Lime,E45X,Valley Intl (KHRL),"Harlingen, TX",Kansas City Intl (KMCI),"Kansas City, MO",26.2234764,-97.6623631,39.3014091,-94.7104536,"Harlingen, TX → Kansas City, MO → Alexandria, LA → Harlingen, TX",Kansas City Intl (KMCI)|Valley Intl (KHRL),90
2025-10-14,Key Lime,E45X,Kansas City Intl (KMCI),"Kansas City, MO",Alexandria Intl (KAEX),"Alexandria, LA",39.3014091,-94.7104536,31.3274006,-92.5451921,"Harlingen, TX → Kansas City, MO → Alexandria, LA → Harlingen, TX",Alexandria Intl (KAEX)|Kansas City Intl (KMCI),90
2025-10-14,Key Lime,E45X,Alexandria Intl (KAEX),"Alexandria, LA",Valley Intl (KHRL),"Harlingen, TX",31.3274006,-92.5451921,26.2234764,-97.6623631,"Harlingen, TX → Kansas City, MO → Alexandria, LA → Harlingen, TX",Alexandria Intl (KAEX)|Valley Intl (KHRL),-90
2025-10-14,Key Lime,E45X,Alexandria Intl (KAEX),"Alexandria, LA",Nashville Intl (KBNA),"Nashville, TN",31.3274006,-92.5451921,36.1308194,-86.6661144999999,"Alexandria, LA → Nashville, TN → Alexandria, LA → Tampa, FL → Alexandria, LA",Alexandria Intl (KAEX)|Nashville Intl (KBNA),90
2025-10-14,Key Lime,E45X,Nashville Intl (KBNA),"Nashville, TN",Alexandria Intl (KAEX),"Alexandria, LA",36.1308194,-86.6661144999999,31.3274006,-92.5451921,"Alexandria, LA → Nashville, TN → Alexandria, LA → Tampa, FL → Alexandria, LA",Alexandria Intl (KAEX)|Nashville Intl (KBNA),-90
2025-10-14,Key Lime,E45X,Alexandria Intl (KAEX),"Alexandria, LA",Tampa Intl (KTPA),"Tampa, FL",31.3274006,-92.5451921,27.9768646,-82.5302804,"Alexandria, LA → Nashville, TN → Alexandria, LA → Tampa, FL → Alexandria, LA",Alexandria Intl (KAEX)|Tampa Intl (KTPA),90
2025-10-14,Key Lime,E45X,Tampa Intl (KTPA),"Tampa, FL",Alexandria Intl (KAEX),"Alexandria, LA",27.9768646,-82.5302804,31.3274006,-92.5451921,"Alexandria, LA → Nashville, TN → Alexandria, LA → Tampa, FL → Alexandria, LA",Alexandria Intl (KAEX)|Tampa Intl (KTPA),-90
2025-10-14,Avelo,B738,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",Denver Intl (KDEN),"Denver, CO",33.3089787,-111.6559353,39.8563486,-104.6764061,"Phoenix, AZ → Denver, CO → Las Vegas, NV → Phoenix, AZ",Denver Intl (KDEN)|Phoenix-Mesa Gateway (KIWA),90
2025-10-14,Avelo,B738,Denver Intl (KDEN),"Denver, CO",Harry Reid Intl (KLAS),"Las Vegas, NV",39.8563486,-104.6764061,36.0830907,-115.1482238,"Phoenix, AZ → Denver, CO → Las Vegas, NV → Phoenix, AZ",Denver Intl (KDEN)|Harry Reid Intl (KLAS),-90
2025-10-14,Avelo,B738,Harry Reid Intl (KLAS),"Las Vegas, NV",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",36.0830907,-115.1482238,33.3089787,-111.6559353,"Phoenix, AZ → Denver, CO → Las Vegas, NV → Phoenix, AZ",Harry Reid Intl (KLAS)|Phoenix-Mesa Gateway (KIWA),90
2025-10-14,Avelo,B738,Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",So California Logistics (KVCV),"Victorville, CA",33.3089787,-111.6559353,34.5839839,-117.3787064,"Phoenix, AZ → Victorville, CA → Seattle, WA → El Paso, TX → Phoenix, AZ",Phoenix-Mesa Gateway (KIWA)|So California Logistics (KVCV),-90
2025-10-14,Avelo,B738,So California Logistics (KVCV),"Victorville, CA",Boeing Field Intl (KBFI),"Seattle, WA",34.5839839,-117.3787064,47.5369043,-122.3038555,"Phoenix, AZ → Victorville, CA → Seattle, WA → El Paso, TX → Phoenix, AZ",Boeing Field Intl (KBFI)|So California Logistics (KVCV),-90
2025-10-14,Avelo,B738,Boeing Field Intl (KBFI),"Seattle, WA",El Paso Intl (KELP),"El Paso, TX",47.5369043,-122.3038555,31.8058228,-106.3705379,"Phoenix, AZ → Victorville, CA → Seattle, WA → El Paso, TX → Phoenix, AZ",Boeing Field Intl (KBFI)|El Paso Intl (KELP),90
2025-10-14,Avelo,B738,El Paso Intl (KELP),"El Paso, TX",Phoenix-Mesa Gateway (KIWA),"Phoenix, AZ",31.8058228,-106.3705379,33.3089787,-111.6559353,"Phoenix, AZ → Victorville, CA → Seattle, WA → El Paso, TX → Phoenix, AZ",El Paso Intl (KELP)|Phoenix-Mesa Gateway (KIWA),-90
2025-10-14,US Coast Guard,C27J,Northeast Alabama Rgnl (KGAD),"Gadsden, AL",Alexandria Intl (KAEX),"Alexandria, LA",34.005286,-86.0065489999999,31.3274006,-92.5451921,"Clearwater, FL → Alexandria, LA → Gadsden, AL → Alexandria, LA",Alexandria Intl (KAEX)|Northeast Alabama Rgnl (KGAD),-90
2025-10-14,US Coast Guard,C27J,West Virginia Intl Yeager (KCRW),"Charleston, WV",Alexandria Intl (KAEX),"Alexandria, LA",38.3714489,-81.5934922,31.3274006,-92.5451921,"Charleston, WV → Alexandria, LA → Charleston, WV",Alexandria Intl (KAEX)|West Virginia Intl Yeager (KCRW),-90
2025-10-13,GlobalX,A320,Opa-locka Executive (KOPF),"Miami, FL",Hartsfield-Jackson Intl (KATL),"Atlanta, GA",25.9092857,-80.2683641,33.6324187,-84.4333116,"Miami, FL → Atlanta, GA → Harlingen, TX → Alexandria, LA",Hartsfield-Jackson Intl (KATL)|Opa-locka Executive (KOPF),-90
2025-10-13,GlobalX,A320,Hartsfield-Jackson Intl (KATL),"Atlanta, GA",Valley Intl (KHRL),"Harlingen, TX",33.6324187,-84.4333116,26.2234764,-97.6623631,"Miami, FL → Atlanta, GA → Harlingen, TX → Alexandria, LA",Hartsfield-Jackson Intl (KATL)|Valley Intl (KHRL),-90
2025-10-13,GlobalX,A320,Valley Intl (KHRL),"Harlingen, TX",Alexandria Intl (KAEX),"Alexandria, LA",26.2234764,-97.6623631,31.3274006,-92.5451921,"Miami, FL → Atlanta, GA → Harlingen, TX → Alexandria, LA",Alexandria Intl (KAEX)|Valley Intl (KHRL),90
2025-10-13,GlobalX,A321,Miami Intl (KMIA),"Miami, FL",NAS Guantanamo Bay (NBW / MUGM),"Guantanamo Bay, Cuba",25.7923496,-80.2823059,19.9147787,-75.1497792999999,"Alexandria, LA → Miami, FL → Guantanamo Bay, Cuba → Miami, FL",Miami Intl (KMIA)|NAS Guantanamo Bay (NBW / MUGM),90
2025-10-13,GlobalX,A321,NAS Guantanamo Bay (NBW / MUGM),"Guantanamo Bay, Cuba",Opa-locka Executive (KOPF),"Miami, FL",19.9147787,-75.1497792999999,25.9092857,-80.2683641,"Alexandria, LA → Miami, FL → Guantanamo Bay, Cuba → Miami, FL",NAS Guantanamo Bay (NBW / MUGM)|Opa-locka Executive (KOPF),-90
2025-10-13,Eastern Air Express,B737,Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",Newark Liberty Intl (KEWR),"Newark, NJ",41.0997678,-80.6477199999999,40.6884837,-74.1768635999999,"Youngstown, OH → Newark, NJ → Alexandria, LA → Youngstown, OH",Newark Liberty Intl (KEWR)|Youngstown/Warren Rgnl (KYNG),90
2025-10-13,Eastern Air Express,B737,Newark Liberty Intl (KEWR),"Newark, NJ",Alexandria Intl (KAEX),"Alexandria, LA",40.6884837,-74.1768635999999,31.3274006,-92.5451921,"Youngstown, OH → Newark, NJ → Alexandria, LA → Youngstown, OH",Alexandria Intl (KAEX)|Newark Liberty Intl (KEWR),-90
2025-10-13,Eastern Air Express,B737,Alexandria Intl (KAEX),"Alexandria, LA",Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",31.3274006,-92.5451921,41.0997678,-80.6477199999999,"Youngstown, OH → Newark, NJ → Alexandria, LA → Youngstown, OH",Alexandria Intl (KAEX)|Youngstown/Warren Rgnl (KYNG),90
2025-10-13,Eastern Air Express,B737,Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",Indianapolis Intl (KIND),"Indianapolis, IN",41.0997678,-80.6477199999999,39.7222991999999,-86.3019561999999,"Youngstown, OH → Indianapolis, IN → Alexandria, LA → Youngstown, OH",Indianapolis Intl (KIND)|Youngstown/Warren Rgnl (KYNG),-90
2025-10-13,Eastern Air Express,B737,Indianapolis Intl (KIND),"Indianapolis, IN",Alexandria Intl (KAEX),"Alexandria, LA",39.7222991999999,-86.3019561999999,31.3274006,-92.5451921,"Youngstown, OH → Indianapolis, IN → Alexandria, LA → Youngstown, OH",Alexandria Intl (KAEX)|Indianapolis Intl (KIND),-90
2025-10-13,Eastern Air Express,B737,Alexandria Intl (KAEX),"Alexandria, LA",Youngstown/Warren Rgnl (KYNG),"Youngstown, OH",31.3274006,-92.5451921,41.0997678,-80.6477199999999,"Youngstown, OH → Indianapolis, IN → Alexandria, LA → Youngstown, OH",Alexandria Intl (KAEX)|Youngstown/Warren Rgnl (KYNG),90
2025-10-13,Eastern Air Express,B733,Alexandria Intl (KAEX),"Alexandria, LA",Valley Intl (KHRL),"Harlingen, TX",31.3274006,-92.5451921,26.2234764,-97.6623631,"Killeen, TX → Lake City, FL → Alexandria, LA → Harlingen, TX → Alexandria, LA",Alexandria Intl (KAEX)|Valley Intl (KHRL),-90
2025-10-13,Eastern Air Express,B733,Robert Gray Aaf (Fort Cavazos) (KGRK),"Killeen, TX",Lake City Gateway (KLCQ),"Lake City, FL",31.0616824,-97.8210702,30.1868315,-82.580983,"Killeen, TX → Lake City, FL → Alexandria, LA → Harlingen, TX → Alexandria, LA",Lake City Gateway (KLCQ)|Robert Gray Aaf (Fort Cavazos) (KGRK),90
2025-10-13,Eastern Air Express,B733,Lake City Gateway (KLCQ),"Lake City, FL",Alexandria Intl (KAEX),"Alexandria, LA",30.1868315,-82.580983,31.3274006,-92.5451921,"Killeen, TX → Lake City, FL → Alexandria, LA → Harlingen, TX → Alexandria, LA",Alexandria Intl (KAEX)|Lake City Gateway (KLCQ),-90
2025-10-13,Eastern Air Express,B733,Valley Intl (KHRL),"Harlingen, TX",Alexandria Intl (KAEX),"Alexandria, LA",26.2234764,-97.6623631,31.3274006,-92.5451921,"Killeen, TX → Lake City, FL → Alexandria, LA → Harlingen, TX → Alexandria, LA",Alexandria Intl (KAEX)|Valley Intl (KHRL),90
